frame,agent_id,x,y
24,6,11.4552,8.69031
24,7,5.0181,5.38574
24,8,15.4424,8.42713
24,9,7.32823,16.8384
25,0,4.31249,12.4997
25,1,14.5023,13.8231
25,2,13.5522,3.37563
25,3,8.06494,8.73728
25,4,11.343,11.4709
25,5,9.48447,12.1829
25,6,11.4622,8.61058
25,7,4.90961,5.24031
25,8,15.5487,8.47084
25,9,7.24455,16.8909
26,0,4.26341,12.5225
26,1,14.6196,13.8682
26,2,13.6515,3.38492
26,3,7.9877,8.7336
26,4,11.3969,11.4871
26,5,9.48706,12.2814
26,6,11.4669,8.52994
26,7,4.81292,5.10593
26,8,15.6417,8.50489
26,9,7.16348,16.9388
27,0,4.22391,12.5431
27,1,14.701,13.9009
27,2,13.7495,3.4008
27,3,7.91106,8.73015
27,4,11.4499,11.5008
27,5,9.51077,12.3873
27,6,11.4689,8.44859
27,7,4.72669,4.98122
27,8,15.7254,8.53506
27,9,7.08473,16.983
28,0,4.19553,12.5624
28,1,14.7659,13.9303
28,2,13.8449,3.41901
28,3,7.83644,8.72646
28,4,11.5017,11.5102
28,5,9.53525,12.4946
28,6,11.4678,8.36639
28,7,4.64977,4.86517
28,8,15.8018,8.56365
28,9,7.00815,17.0248
29,0,4.17655,12.5809
29,1,14.8215,13.9587
29,2,13.9374,3.43764
29,3,7.76471,8.72207
29,4,11.5518,11.5153
29,5,9.55451,12.6009
29,6,11.4634,8.28308
29,7,4.5812,4.75706
29,8,15.8719,8.5924
29,9,6.93378,17.0651
30,0,4.16442,12.5989
30,1,14.8695,13.987
30,2,14.0269,3.45621
30,3,7.69619,8.71666
30,4,11.5996,11.5165
30,5,9.56927,12.7055
30,6,11.4557,8.19865
30,7,4.52006,4.65624
30,8,15.9364,8.62143
30,9,6.86159,17.1047
31,0,4.15727,12.6165
31,1,14.9109,14.0153
31,2,14.1137,3.47455
31,3,7.6308,8.71017
31,4,11.6448,11.5143
31,5,9.58073,12.808
31,6,11.4451,8.11322
31,7,4.4655,4.56216
31,8,15.9957,8.65079
31,9,6.79135,17.1439
32,0,4.15382,12.6336
32,1,14.9467,14.0438
32,2,14.198,3.49263
32,3,7.56824,8.70276
32,4,11.6872,11.5091
32,5,9.58974,12.908
32,6,11.4316,8.02685
32,7,4.41675,4.47428
32,8,16.0502,8.68046
32,9,6.7228,17.1827
33,0,4.15321,12.6504
33,1,14.9779,14.0726
33,2,14.2799,3.51046
33,3,7.50817,8.69461
33,4,11.7268,11.5013
33,5,9.59695,13.0054
33,6,11.4156,7.93959
33,7,4.37313,4.39211
33,8,16.1003,8.71041
33,9,6.65561,17.2212
34,0,4.15484,12.6668
34,1,15.0052,14.1015
34,2,14.3596,3.52807
34,3,7.45025,8.68594
34,4,11.7633,11.4912
34,5,9.60279,13.1001
34,6,11.3973,7.85144
34,7,4.33404,4.31522
34,8,16.1462,8.74056
34,9,6.5895,17.2592
35,0,4.15827,12.683
35,1,15.0293,14.1307
35,2,14.4374,3.54549
35,3,7.3942,8.67693
35,4,11.7968,11.4792
35,5,9.60761,13.1922
35,6,11.3768,7.76236
35,7,4.29891,4.24319
35,8,16.1883,8.77087
35,9,6.52419,17.2966
36,0,4.16321,12.699
36,1,15.0507,14.16
36,2,14.5135,3.56275
36,3,7.33973,8.66772
36,4,11.8273,11.4654
36,5,9.61164,13.2818
36,6,11.3544,7.67232
36,7,4.26722,4.17565
36,8,16.227,8.80126
36,9,6.45943,17.3334
37,0,4.16944,12.7148
37,1,15.0698,14.1894
37,2,14.5878,3.57989
37,3,7.2866,8.65844
37,4,11.8549,11.4502
37,5,9.61508,13.3691
37,6,11.3302,7.58123
37,7,4.23853,4.11226
37,8,16.2625,8.83166
37,9,6.39497,17.3695
38,0,4.1768,12.7304
38,1,15.087,14.2188
38,2,14.6608,3.59692
38,3,7.23462,8.64919
38,4,11.8796,11.4337
38,5,9.61807,13.4543
38,6,11.3044,7.489
38,7,4.21238,4.05271
38,8,16.2951,8.86202
38,9,6.33061,17.4047
39,0,4.1852,12.746
39,1,15.1026,14.2483
39,2,14.7324,3.61388
39,3,7.18358,8.64001
39,4,11.9014,11.4161
39,5,9.62072,13.5375
39,6,11.2772,7.39551
39,7,4.18837,3.99673
39,8,16.3251,8.89228
39,9,6.26613,17.4391
40,0,4.19456,12.7615
40,1,15.1168,14.2777
40,2,14.8029,3.63078
40,3,7.13332,8.63097
40,4,11.9205,11.3975
40,5,9.62315,13.6191
40,6,11.2488,7.30061
40,7,4.16612,3.94407
40,8,16.3528,8.92238
40,9,6.20131,17.4725
41,0,4.20486,12.777
41,1,15.1299,14.3071
41,2,14.8725,3.64766
41,3,7.08369,8.62208
41,4,11.9369,11.378
41,5,9.62542,13.6992
41,6,11.2192,7.20411
41,7,4.14526,3.89449
41,8,16.3784,8.9523
41,9,6.13594,17.5049
42,0,4.2161,12.7925
42,1,15.142,14.3363
42,2,14.9412,3.66454
42,3,7.03456,8.61336
42,4,11.9507,11.3577
42,5,9.62761,13.7783
42,6,11.1887,7.1058
42,7,4.12544,3.84782
42,8,16.4022,8.98201
42,9,6.06979,17.5363
43,0,4.22831,12.8081
43,1,15.1535,14.3653
43,2,15.0094,3.68144
43,3,6.98579,8.60481
43,4,11.962,11.3367
43,5,9.6298,13.8566
43,6,11.1574,7.0054
43,7,4.10631,3.80388
43,8,16.4243,9.01148
43,9,6.00259,17.5666
44,0,4.24155,12.8238
44,1,15.1643,14.3942
44,2,15.0771,3.69842
44,3,6.93727,8.5964
44,4,11.9708,11.3151
44,5,9.63206,13.9345
44,6,11.1255,6.90261
44,7,4.08751,3.76255
44,8,16.445,9.04071
44,9,5.93406,17.5958
45,0,4.2559,12.8397
45,1,15.1747,14.4228
45,2,15.1448,3.71552
45,3,6.88887,8.58812
45,4,11.9772,11.2929
45,5,9.63446,14.0123
45,6,11.0929,6.79703
45,7,4.06869,3.72372
45,8,16.4645,9.06971
45,9,5.86386,17.6236
46,0,4.27139,12.8558
46,1,15.1846,14.4513
46,2,15.2126,3.7328
46,3,6.84048,8.57993
46,4,11.9814,11.2701
46,5,9.63711,14.0901
46,6,11.06,6.68818
46,7,4.04945,3.68734
46,8,16.483,9.09852
46,9,5.79181,17.6502
47,0,4.28781,12.8721
47,1,15.194,14.4795
47,2,15.2809,3.75037
47,3,6.792,8.5718
47,4,11.9833,11.2468
47,5,9.64011,14.1673
47,6,11.0268,6.57547
47,7,4.02937,3.65341
47,8,16.5006,9.12731
47,9,5.7182,17.6754
48,0,4.30503,12.8887
48,1,15.2027,14.5077
48,2,15.3502,3.76839
48,3,6.74332,8.5637
48,4,11.983,11.2229
48,5,9.6434,14.2433
48,6,10.9933,6.45818
48,7,4.00797,3.62198
48,8,16.5175,9.15625
48,9,5.64333,17.6995
49,0,4.32327,12.9048
49,1,15.2107,14.5358
49,2,15.4204,3.78697
49,3,6.69396,8.55622
49,4,11.9807,11.1984
49,5,9.64699,14.3177
49,6,10.9601,6.33692
49,7,3.98507,3.59298
49,8,16.5338,9.18534
49,9,5.56752,17.7222
50,0,4.34228,12.9206
50,1,15.2181,14.5639
50,2,15.4909,3.8061
50,3,6.64382,8.54935
50,4,11.9754,11.1686
50,5,9.65098,14.3902
50,6,10.9284,6.21784
50,7,3.96075,3.5662
50,8,16.5496,9.21454
50,9,5.49108,17.7437
51,0,4.36189,12.9361
51,1,15.2249,14.592
51,2,15.5612,3.8258
51,3,6.5928,8.5429
51,4,11.9666,11.1302
51,5,9.65529,14.4605
51,6,10.8993,6.10541
51,7,3.93525,3.54139
51,8,16.5648,9.24375
51,9,5.4143,17.7639
52,0,4.38191,12.9515
52,1,15.2313,14.62
52,2,15.6305,3.84607
52,3,6.54071,8.53669
52,4,11.9543,11.0834
52,5,9.65996,14.5283
52,6,10.8732,6.00094
52,7,3.90895,3.51829
52,8,16.5796,9.27287
52,9,5.33747,17.7827
53,0,4.40241,12.9679
53,1,15.2358,14.6462
53,2,15.6984,3.86689
53,3,6.48733,8.53055
53,4,11.9403,11.0304
53,5,9.66499,14.5935
53,6,10.8498,5.90452
53,7,3.88219,3.4966
53,8,16.594,9.3018
53,9,5.26064,17.7991
54,0,4.42295,12.9853
54,1,15.2372,14.6689
54,2,15.7644,3.88821
54,3,6.43233,8.5244
54,4,11.9271,10.9751
54,5,9.67005,14.6562
54,6,10.8291,5.81557
54,7,3.85535,3.47604
54,8,16.6082,9.32991
54,9,5.18413,17.8132
55,0,4.44312,13.0035
55,1,15.2362,14.6883
55,2,15.8281,3.90975
55,3,6.37542,8.51823
55,4,11.9153,10.9193
55,5,9.67434,14.7163
55,6,10.8107,5.7335
55,7,3.82873,3.45632
55,8,16.6225,9.35649
55,9,5.10825,17.8252
56,0,4.46237,13.0224
56,1,15.2329,14.7045
56,2,15.8893,3.93107
56,3,6.31626,8.51202
56,4,11.9057,10.8646
56,5,9.67807,14.7741
56,6,10.7943,5.65766
56,7,3.80263,3.43713
56,8,16.637,9.38152
56,9,5.03324,17.8353
57,0,4.48062,13.0418
57,1,15.2276,14.7174
57,2,15.9479,3.9519
57,3,6.25455,8.50581
57,4,11.8987,10.8124
57,5,9.68102,14.8296
57,6,10.7799,5.58758
57,7,3.77733,3.41816
57,8,16.6517,9.40479
57,9,4.95935,17.8436
58,0,4.49773,13.0616
58,1,15.2206,14.7271
58,2,16.0036,3.972
58,3,6.19048,8.49966
58,4,11.8945,10.7633
58,5,9.6832,14.8831
58,6,10.7672,5.52296
58,7,3.753,3.39926
58,8,16.6666,9.42623
58,9,4.88674,17.8504
59,0,4.5137,13.0816
59,1,15.2121,14.734
59,2,16.0566,3.99115
59,3,6.12442,8.4936
59,4,11.8928,10.7175
59,5,9.68462,14.9347
59,6,10.7561,5.46362
59,7,3.72975,3.38031
59,8,16.6819,9.44583
59,9,4.81559,17.8558
60,0,4.52857,13.1018
60,1,15.2027,14.7385
60,2,16.1068,4.00923
60,3,6.05671,8.48767
60,4,11.8934,10.6751
60,5,9.68538,14.9844
60,6,10.7465,5.40938
60,7,3.70768,3.36124
60,8,16.6975,9.46364
60,9,4.74601,17.86
61,0,4.54245,13.1219
61,1,15.1927,14.7409
61,2,16.1542,4.02616
61,3,5.98772,8.4819
61,4,11.8959,10.6359
61,5,9.68563,15.0324
61,6,10.7381,5.36001
61,7,3.68685,3.342
61,8,16.7133,9.47979
61,9,4.6781,17.863
62,0,4.55549,13.1419
62,1,15.1824,14.7418
62,2,16.199,4.0419
62,3,5.91777,8.47633
62,4,11.8997,10.5996
62,5,9.68555,15.0787
62,6,10.731,5.31521
62,7,3.66733,3.32255
62,8,16.7292,9.4944
62,9,4.61193,17.865
63,0,4.56789,13.1617
63,1,15.172,14.7415
63,2,16.2411,4.05647
63,3,5.84719,8.47096
63,4,11.9044,10.5661
63,5,9.68531,15.1235
63,6,10.725,5.27461
63,7,3.64916,3.30288
63,8,16.7452,9.50764
63,9,4.54756,17.8661
64,0,4.57983,13.1813
64,1,15.1619,14.7402
64,2,16.2808,4.06993
64,3,5.77626,8.4658
64,4,11.9098,10.5353
64,5,9.68508,15.1668
64,6,10.7199,5.23785
64,7,3.63236,3.28299
64,8,16.7613,9.51965
64,9,4.48502,17.8665
65,0,4.59151,13.2006
65,1,15.1522,14.7382
65,2,16.318,4.08233
65,3,5.70523,8.46084
65,4,11.9154,10.5068
65,5,9.685,15.2088
65,6,10.7156,5.20456
65,7,3.61694,3.26291
65,8,16.7773,9.53056
65,9,4.42433,17.8661
66,0,4.60308,13.2194
66,1,15.143,14.7357
66,2,16.353,4.09376
66,3,5.63434,8.4561
66,4,11.921,10.4807
66,5,9.6852,15.2494
66,6,10.7119,5.17441
66,7,3.60288,3.24265
66,8,16.7931,9.5405
66,9,4.36551,17.8651
67,0,4.61467,13.2379
67,1,15.1343,14.7328
67,2,16.3859,4.10429
67,3,5.56383,8.45158
67,4,11.9266,10.4567
67,5,9.68577,15.2888
67,6,10.7088,5.14707
67,7,3.59018,3.22226
67,8,16.8087,9.54958
67,9,4.30855,17.8635
68,0,4.6264,13.2559
68,1,15.1262,14.7297
68,2,16.4166,4.114
68,3,5.49388,8.44729
68,4,11.9318,10.4347
68,5,9.68677,15.3269
68,6,10.7062,5.12229
68,7,3.5788,3.20178
68,8,16.824,9.55788
68,9,4.25344,17.8614
69,0,4.63836,13.2734
69,1,15.1189,14.7264
69,2,16.4455,4.12295
69,3,5.42467,8.44323
69,4,11.9367,10.4146
69,5,9.68827,15.3639
69,6,10.704,5.09983
69,7,3.5687,3.18126
69,8,16.839,9.56549
69,9,4.20015,17.8588
70,0,4.65063,13.2904
70,1,15.1121,14.723
70,2,16.4725,4.13121
70,3,5.35636,8.4394
70,4,11.9412,10.3962
70,5,9.69028,15.3997
70,6,10.702,5.07946
70,7,3.55985,3.16075
70,8,16.8536,9.57247
70,9,4.14867,17.8558
71,0,4.66327,13.3069
71,1,15.1061,14.7196
71,2,16.4978,4.13884
71,3,5.28908,8.43581
71,4,11.9453,10.3796
71,5,9.69285,15.4345
71,6,10.7003,5.06102
71,7,3.55218,3.14031
71,8,16.8678,9.57888
71,9,4.09895,17.8525
72,0,4.67633,13.3227
72,1,15.1007,14.7162
72,2,16.5215,4.14589
72,3,5.22293,8.43245
72,4,11.9489,10.3645
72,5,9.69598,15.4682
72,6,10.6988,5.04434
72,7,3.54566,3.11998
72,8,16.8816,9.58477
72,9,4.05097,17.8487
73,0,4.68986,13.338
73,1,15.0959,14.7129
73,2,16.5436,4.1524
73,3,5.15801,8.42931
73,4,11.9521,10.3508
73,5,9.69966,15.501
73,6,10.6974,5.02928
73,7,3.54021,3.09982
73,8,16.8949,9.59018
73,9,4.00469,17.8447
74,0,4.70387,13.3526
74,1,15.0918,14.7096
74,2,16.5643,4.15841
74,3,5.0944,8.4264
74,4,11.9548,10.3385
74,5,9.70391,15.5329
74,6,10.6961,5.01571
74,7,3.53579,3.07989
74,8,16.9078,9.59514
74,9,3.96005,17.8403
75,0,4.71838,13.3666
75,1,15.0883,14.7063
75,2,16.5836,4.16396
75,3,5.03216,8.42371
75,4,11.9571,10.3275
75,5,9.70871,15.5638
75,6,10.6948,5.00352
75,7,3.53234,3.06021
75,8,16.9202,9.59969
75,9,3.91702,17.8356
76,0,4.73341,13.3799
76,1,15.0854,14.7032
76,2,16.6017,4.16907
76,3,4.97134,8.42123
76,4,11.9589,10.3176
76,5,9.71404,15.5939
76,6,10.6936,4.99261
76,7,3.5298,3.04085
76,8,16.9321,9.60385
76,9,3.87555,17.8307
77,0,4.74897,13.3926
77,1,15.0831,14.7002
77,2,16.6185,4.17377
77,3,4.91197,8.41897
77,4,11.9604,10.3089
77,5,9.71989,15.6233
77,6,10.6925,4.98288
77,7,3.5281,3.02183
77,8,16.9435,9.60764
77,9,3.83559,17.8255
78,0,4.76505,13.4046
78,1,15.0813,14.6973
78,2,16.6343,4.17808
78,3,4.85409,8.41693
78,4,11.9616,10.3011
78,5,9.72624,15.6518
78,6,10.6913,4.97426
78,7,3.5272,3.00319
78,8,16.9544,9.61107
78,9,3.7971,17.82
79,0,4.78165,13.416
79,1,15.0801,14.6944
79,2,16.6489,4.18203
79,3,4.7977,8.41509
79,4,11.9624,10.2944
79,5,9.73307,15.6796
79,6,10.6901,4.96667
79,7,3.52704,2.98496
79,8,16.9648,9.61417
79,9,3.76001,17.8143
80,0,4.79877,13.4267
80,1,15.0794,14.6917
80,2,16.6626,4.18561
80,3,4.74282,8.41346
80,4,11.963,10.2885
80,5,9.74036,15.7068
80,6,10.6889,4.96004
80,7,3.52756,2.96718
80,8,16.9747,9.61696
80,9,3.72428,17.8083
81,0,4.81639,13.4368
81,1,15.0791,14.6892
81,2,16.6753,4.18887
81,3,4.68945,8.41205
81,4,11.9632,10.2835
81,5,9.74808,15.7333
81,6,10.6876,4.9543
81,7,3.52871,2.94985
81,8,16.9842,9.61944
81,9,3.68987,17.8021
82,0,4.83451,13.4462
82,1,15.0793,14.6867
82,2,16.6872,4.1918
82,3,4.63757,8.41084
82,4,11.9633,10.2792
82,5,9.75622,15.7591
82,6,10.6863,4.94939
82,7,3.53044,2.93302
82,8,16.9932,9.62163
82,9,3.65673,17.7956
83,0,4.85308,13.4545
83,1,15.08,14.6844
83,2,16.6982,4.19443
83,3,4.5872,8.41033
83,4,11.9632,10.2757
83,5,9.76476,15.7843
83,6,10.685,4.94526
83,7,3.5327,2.91667
83,8,17.0018,9.62354
83,9,3.6248,17.789
84,0,4.87216,13.4616
84,1,15.0811,14.6821
84,2,16.7084,4.19676
84,3,4.53835,8.41074
84,4,11.9629,10.2728
84,5,9.77361,15.809
84,6,10.6836,4.94184
84,7,3.53544,2.90085
84,8,17.0099,9.62519
84,9,3.59404,17.782
85,0,4.89175,13.4675
85,1,15.0826,14.68
85,2,16.7179,4.19881
85,3,4.49099,8.41196
85,4,11.9625,10.2705
85,5,9.78272,15.833
85,6,10.6822,4.93911
85,7,3.53862,2.88558
85,8,17.0176,9.62658
85,9,3.56442,17.7748
86,0,4.91184,13.4724
86,1,15.0845,14.678
86,2,16.7267,4.20059
86,3,4.44513,8.4139
86,4,11.962,10.2688
86,5,9.79208,15.8563
86,6,10.6807,4.937
86,7,3.54219,2.87087
86,8,17.0249,9.62772
86,9,3.53588,17.7673
87,0,4.9324,13.4765
87,1,15.0867,14.6761
87,2,16.7348,4.20212
87,3,4.40073,8.41648
87,4,11.9614,10.2676
87,5,9.80168,15.8791
87,6,10.6791,4.93548
87,7,3.54612,2.85674
87,8,17.0318,9.62864
87,9,3.50838,17.7596
88,0,4.95342,13.4797
88,1,15.0892,14.6744
88,2,16.7423,4.20341
88,3,4.35776,8.41965
88,4,11.9609,10.2669
88,5,9.81152,15.9013
88,6,10.6775,4.93449
88,7,3.55036,2.84319
88,8,17.0384,9.62935
88,9,3.48189,17.7515
89,0,4.97488,13.4821
89,1,15.092,14.6727
89,2,16.7493,4.20446
89,3,4.3162,8.42335
89,4,11.9603,10.2666
89,5,9.8216,15.923
89,6,10.6758,4.93401
89,7,3.55487,2.83024
89,8,17.0445,9.62985
89,9,3.45636,17.7432
90,0,4.99675,13.4839
90,1,15.0951,14.6711
90,2,16.7556,4.20529
90,3,4.276,8.42753
90,4,11.9597,10.2667
90,5,9.8319,15.9441
90,6,10.6741,4.93399
90,7,3.55963,2.81787
90,8,17.0503,9.63015
90,9,3.43177,17.7346
91,0,5.01901,13.4851
91,1,15.0985,14.6697
91,2,16.7615,4.20592
91,3,4.23715,8.43215
91,4,11.9591,10.2671
91,5,9.84242,15.9648
91,6,10.6722,4.9344
91,7,3.56459,2.8061
91,8,17.0558,9.63027
91,9,3.40806,17.7256
92,0,5.04166,13.4857
92,1,15.1021,14.6683
92,2,16.7669,4.20634
92,3,4.19958,8.43719
92,4,11.9586,10.2679
92,5,9.85315,15.9849
92,6,10.6704,4.9352
92,7,3.56972,2.7949
92,8,17.061,9.63021
92,9,3.38521,17.7164
93,0,5.06469,13.4857
93,1,15.1061,14.667
93,2,16.7718,4.20658
93,3,4.16328,8.44262
93,4,11.9582,10.2689
93,5,9.8641,16.0046
93,6,10.6685,4.93636
93,7,3.575,2.78428
93,8,17.0658,9.62997
93,9,3.36318,17.7069
94,0,5.08808,13.4853
94,1,15.1103,14.6658
94,2,16.7763,4.20664
94,3,4.12819,8.4484
94,4,11.9578,10.2702
94,5,9.87525,16.0239
94,6,10.6665,4.93786
94,7,3.5804,2.77423
94,8,17.0704,9.62958
94,9,3.34193,17.6971
95,0,5.11184,13.4844
95,1,15.1147,14.6646
95,2,16.7804,4.20652
95,3,4.09428,8.45454
95,4,11.9576,10.2718
95,5,9.8866,16.0428
95,6,10.6645,4.93966
95,7,3.58589,2.76473
95,8,17.0747,9.62902
95,9,3.32145,17.687
96,0,5.13596,13.4831
96,1,15.1194,14.6635
96,2,16.7841,4.20624
96,3,4.0615,8.46101
96,4,11.9575,10.2735
96,5,9.89816,16.0613
96,6,10.6624,4.94175
96,7,3.59145,2.75577
96,8,17.0788,9.62831
96,9,3.30168,17.6766
97,0,5.16045,13.4814
97,1,15.1243,14.6625
97,2,16.7875,4.2058
97,3,4.02982,8.4678
97,4,11.9575,10.2755
97,5,9.90991,16.0795
97,6,10.6603,4.9441
97,7,3.59706,2.74734
97,8,17.0826,9.62745
97,9,3.28261,17.6658
98,0,5.18531,13.4793
98,1,15.1295,14.6616
98,2,16.7905,4.2052
98,3,3.9992,8.47491
98,4,11.9576,10.2776
98,5,9.92186,16.0973
98,6,10.6581,4.94669
98,7,3.6027,2.73943
98,8,17.0862,9.62646
98,9,3.26421,17.6548
99,0,5.21055,13.4768
99,1,15.1349,14.6607
99,2,16.7932,4.20446
99,3,3.96958,8.48233
99,4,11.9579,10.2798
99,5,9.93401,16.1148
99,6,10.656,4.9495
99,7,3.60835,2.73203
99,8,17.0895,9.62532
99,9,3.24644,17.6435
100,0,5.23617,13.474
100,1,15.1405,14.6598
100,2,16.7956,4.20358
100,3,3.94094,8.49005
