frame,agent_id,x,y
3,34,4.07278,6.45994
3,35,4.97072,4.80455
3,36,6.39164,4.11496
3,37,4.70047,5.05308
3,38,5.68309,3.57851
3,39,4.71262,4.89155
3,40,4.65673,5.06057
3,41,3.54909,5.63361
3,42,4.87744,5.33352
3,43,4.89999,5.12805
3,44,5.00696,3.62589
3,45,4.76025,4.81139
3,46,5.23489,5.19006
3,47,5.1197,5.36593
3,48,4.6893,4.75153
3,49,5.04958,5.16715
4,0,3.89298,4.95905
4,1,4.90303,5.28098
4,2,5.09931,5.02004
4,3,6.54795,6.20847
4,4,5.00265,4.66995
4,5,5.39052,6.61681
4,6,5.14728,4.6563
4,7,4.96353,5.38362
4,8,4.96976,5.28774
4,9,4.60838,4.98539
4,10,5.03404,5.54582
4,11,4.46351,5.01009
4,12,5.28712,4.71732
4,13,4.65792,5.17745
4,14,4.53502,5.16365
4,15,5.36093,5.14067
4,16,4.9969,5.10655
4,17,5.38881,4.93026
4,18,4.65922,4.47474
4,19,5.15074,4.81273
4,20,5.2489,4.9118
4,21,4.83497,4.95957
4,22,3.3456,4.20622
4,23,4.89835,4.87571
4,24,5.05205,5.0369
4,25,5.54413,5.1645
4,26,5.16477,5.01226
4,27,5.3909,5.53352
4,28,4.44558,4.85431
4,29,4.8505,4.77305
4,30,3.81203,3.34238
4,31,5.18393,5.40105
4,32,5.17178,4.529
4,33,4.74101,5.51266
4,34,3.93945,6.65385
4,35,4.97294,4.80568
4,36,6.59227,4.00805
4,37,4.70397,5.0535
4,38,5.7647,3.3727
4,39,4.71079,4.89183
4,40,4.65499,5.06141
4,41,3.35309,5.692
4,42,4.87215,5.33425
4,43,4.89725,5.1282
4,44,4.99844,3.49825
4,45,4.76086,4.81151
4,46,5.23524,5.19211
4,47,5.11854,5.3639
4,48,4.68522,4.74758
4,49,5.0517,5.16887
5,0,3.882,4.95894
5,1,4.90018,5.27803
5,2,5.09904,5.01759
5,3,6.71415,6.33083
5,4,4.99872,4.66292
5,5,5.41863,6.78343
5,6,5.14727,4.65642
5,7,4.96305,5.38691
5,8,4.972,5.28676
5,9,4.60692,4.98327
5,10,5.03339,5.57441
5,11,4.45043,5.01487
5,12,5.31927,4.70037
5,13,4.65932,5.18332
5,14,4.51421,5.18259
5,15,5.36226,5.14259
5,16,4.99555,5.10554
5,17,5.41691,4.91574
5,18,4.64354,4.45085
5,19,5.14964,4.81326
5,20,5.24972,4.91171
5,21,4.83551,4.96123
5,22,3.16822,4.16676
5,23,4.89983,4.87737
5,24,5.04922,5.03432
5,25,5.59115,5.162
5,26,5.16731,5.0133
5,27,5.41135,5.55442
5,28,4.43212,4.84138
5,29,4.84999,4.76751
5,30,3.69009,3.16358
5,31,5.1883,5.40306
5,32,5.18768,4.50164
5,33,4.71995,5.54163
5,34,3.81454,6.8304
5,35,4.97507,4.80659
5,36,6.77599,3.91298
5,37,4.7072,5.05396
5,38,5.83531,3.1828
5,39,4.70899,4.89201
5,40,4.65285,5.06247
5,41,3.17508,5.7439
5,42,4.86677,5.33566
5,43,4.89467,5.12834
5,44,4.98732,3.41626
5,45,4.7614,4.81165
5,46,5.23563,5.1941
5,47,5.11744,5.3624
5,48,4.68143,4.7434
5,49,5.05377,5.17035
6,0,3.86878,4.95912
6,1,4.89755,5.27533
6,2,5.09884,5.01513
6,3,6.86694,6.44301
6,4,4.9948,4.65517
6,5,5.44412,6.93565
6,6,5.14761,4.65597
6,7,4.96243,5.39078
6,8,4.97402,5.28591
6,9,4.60505,4.98105
6,10,5.03309,5.60613
6,11,4.43813,5.01855
6,12,5.35535,4.68042
6,13,4.66047,5.18879
6,14,4.49311,5.20124
6,15,5.36477,5.14498
6,16,4.99426,5.10474
6,17,5.4456,4.90121
6,18,4.62507,4.42454
6,19,5.14915,4.81347
6,20,5.25127,4.91165
6,21,4.83599,4.96273
6,22,3.00704,4.13135
6,23,4.90114,4.87883
6,24,5.04652,5.03184
6,25,5.64265,5.15976
6,26,5.16984,5.01454
6,27,5.43441,5.57887
6,28,4.41873,4.82865
6,29,4.84936,4.76197
6,30,3.57818,3.00033
6,31,5.19299,5.40545
6,32,5.20555,4.47157
6,33,4.69635,5.5747
6,34,3.69754,6.99135
6,35,4.9771,4.80727
6,36,6.9443,3.82793
6,37,4.71016,5.05445
6,38,5.89685,3.00871
6,39,4.70724,4.8921
6,40,4.65029,5.06375
6,41,3.01302,5.79055
6,42,4.86123,5.33783
6,43,4.89224,5.12846
6,44,4.97561,3.36796
6,45,4.76189,4.81181
6,46,5.23602,5.19597
6,47,5.1164,5.36143
6,48,4.67789,4.73886
6,49,5.0558,5.17162
7,0,3.85255,4.95951
7,1,4.8951,5.27287
7,2,5.0987,5.01266
7,3,7.0076,6.5459
7,4,4.99086,4.6466
7,5,5.46723,7.07517
7,6,5.14853,4.6549
7,7,4.96165,5.39535
7,8,4.97583,5.28519
7,9,4.60282,4.97869
7,10,5.03321,5.6404
7,11,4.42651,5.02138
7,12,5.39533,4.65782
7,13,4.66114,5.19411
7,14,4.47206,5.21913
7,15,5.36853,5.14776
7,16,4.99304,5.10414
7,17,5.47195,4.88861
7,18,4.60401,4.39673
7,19,5.14924,4.81338
7,20,5.25359,4.91137
7,21,4.8364,4.96411
7,22,2.86025,4.099
7,23,4.90228,4.88009
7,24,5.04395,5.02947
7,25,5.69783,5.15768
7,26,5.17236,5.01592
7,27,5.45966,5.60631
7,28,4.40539,4.81624
7,29,4.84863,4.7565
7,30,3.47482,2.85129
7,31,5.19801,5.40832
7,32,5.22477,4.43965
7,33,4.6706,5.6112
7,34,3.58792,7.13827
7,35,4.97904,4.80769
7,36,7.0986,3.75134
7,37,4.71285,5.05495
7,38,5.9517,2.84956
7,39,4.70556,4.89212
7,40,4.64734,5.06523
7,41,2.86525,5.83281
7,42,4.85549,5.34085
7,43,4.88995,5.12856
7,44,4.96409,3.33436
7,45,4.76232,4.81198
7,46,5.2364,5.19771
7,47,5.11545,5.36096
7,48,4.67454,4.73388
7,49,5.05778,5.1727
8,0,3.83323,4.96
8,1,4.89279,5.27068
8,2,5.09864,5.01019
8,3,7.13725,6.64036
8,4,4.9869,4.6371
8,5,5.48819,7.20342
8,6,5.15021,4.65322
8,7,4.96075,5.40068
8,8,4.97746,5.28459
8,9,4.60026,4.9762
8,10,5.03377,5.6767
8,11,4.41545,5.02355
8,12,5.43894,4.63316
8,13,4.66123,5.19941
8,14,4.45116,5.23613
8,15,5.37357,5.15092
8,16,4.99189,5.1037
8,17,5.49079,4.88109
8,18,4.58061,4.36796
8,19,5.14983,4.81304
8,20,5.2566,4.91071
8,21,4.83677,4.96536
8,22,2.72632,4.06907
8,23,4.90328,4.88117
8,24,5.04148,5.0272
8,25,5.75595,5.15565
8,26,5.17487,5.0174
8,27,5.48675,5.63621
8,28,4.39206,4.80425
8,29,4.84785,4.75125
8,30,3.37903,2.71499
8,31,5.20337,5.4118
8,32,5.24458,4.40642
8,33,4.64305,5.6505
8,34,3.48522,7.27255
8,35,4.98091,4.80784
8,36,7.24022,3.68199
8,37,4.71529,5.05548
8,38,6.00128,2.70389
8,39,4.70392,4.89207
8,40,4.64407,5.06687
8,41,2.73033,5.87137
8,42,4.84949,5.34478
8,43,4.88778,5.12866
8,44,4.95291,3.30645
8,45,4.76271,4.81214
8,46,5.23679,5.19933
8,47,5.1146,5.3609
8,48,4.67136,4.72838
8,49,5.05972,5.17363
9,0,3.81099,4.96054
9,1,4.8906,5.26876
9,2,5.09866,5.00773
9,3,7.25689,6.72718
9,4,4.98291,4.62665
9,5,5.50723,7.32162
9,6,5.15279,4.65097
9,7,4.95977,5.40682
9,8,4.97891,5.28413
9,9,4.59742,4.97358
9,10,5.03474,5.71458
9,11,4.4048,5.02526
9,12,5.48455,4.60684
9,13,4.66073,5.20474
9,14,4.43053,5.25223
9,15,5.37987,5.15454
9,16,4.99082,5.10341
9,17,5.5033,4.87786
9,18,4.5551,4.3385
9,19,5.15074,4.81254
9,20,5.2601,4.90956
9,21,4.83708,4.96651
9,22,2.60391,4.04115
9,23,4.90415,4.88208
9,24,5.03913,5.02505
9,25,5.81635,5.15407
9,26,5.17739,5.01894
9,27,5.51538,5.66811
9,28,4.37872,4.79273
9,29,4.8471,4.74636
9,30,3.2901,2.59014
9,31,5.20903,5.41597
9,32,5.26424,4.37232
9,33,4.61397,5.69203
9,34,3.38896,7.39542
9,35,4.98269,4.80772
9,36,7.37037,3.61892
9,37,4.71747,5.05602
9,38,6.04648,2.57035
9,39,4.70233,4.89194
9,40,4.64056,5.06866
9,41,2.60698,5.90676
9,42,4.84316,5.34966
9,43,4.88571,5.12875
9,44,4.94201,3.2802
9,45,4.76304,4.81226
9,46,5.23721,5.20082
9,47,5.11389,5.36114
9,48,4.66828,4.72229
9,49,5.06161,5.17443
10,0,3.78611,4.96112
10,1,4.88848,5.2671
10,2,5.09875,5.00528
10,3,7.36741,6.80708
10,4,4.9789,4.61526
10,5,5.52454,7.43085
10,6,5.15636,4.64817
10,7,4.95874,5.41381
10,8,4.9802,5.2838
10,9,4.59432,4.97083
10,10,5.03609,5.75367
10,11,4.39442,5.02662
10,12,5.53134,4.57877
10,13,4.65963,5.2101
10,14,4.41023,5.26746
10,15,5.38739,5.15868
10,16,4.98982,5.10325
10,17,5.51255,4.87686
10,18,4.52767,4.30853
10,19,5.15168,4.81201
10,20,5.26392,4.90797
10,21,4.83735,4.96755
10,22,2.49305,4.01482
10,23,4.90492,4.88283
10,24,5.03688,5.023
10,25,5.87869,5.15319
10,26,5.17994,5.02051
10,27,5.5453,5.70161
10,28,4.36537,4.78172
10,29,4.84642,4.74184
10,30,3.20746,2.47562
10,31,5.21498,5.4209
10,32,5.28318,4.33769
10,33,4.5836,5.7353
10,34,3.29873,7.50797
10,35,4.98438,4.80732
10,36,7.48892,3.56141
10,37,4.71941,5.05659
10,38,6.08796,2.4478
10,39,4.70077,4.89174
10,40,4.63684,5.07056
10,41,2.49405,5.93941
10,42,4.83648,5.35554
10,43,4.88373,5.12883
10,44,4.93127,3.25371
10,45,4.76331,4.81234
10,46,5.23767,5.20219
10,47,5.11335,5.36151
10,48,4.66523,4.71563
10,49,5.06346,5.17511
11,0,3.75893,4.96177
11,1,4.88641,5.26573
11,2,5.09891,5.00285
11,3,7.45697,6.87845
11,4,4.97491,4.60294
11,5,5.54031,7.53199
11,6,5.1609,4.64484
11,7,4.95769,5.42162
11,8,4.98133,5.28363
11,9,4.59097,4.96796
11,10,5.03777,5.79366
11,11,4.3842,5.02774
11,12,5.57888,4.5489
11,13,4.65797,5.21541
11,14,4.39034,5.2819
11,15,5.39611,5.16338
11,16,4.9889,5.10321
11,17,5.52046,4.87674
11,18,4.49853,4.27815
11,19,5.15255,4.81147
11,20,5.26791,4.90614
11,21,4.83758,4.9685
11,22,2.41106,3.98814
11,23,4.90559,4.88344
11,24,5.03473,5.02107
11,25,5.94266,5.1531
11,26,5.18254,5.02206
11,27,5.57628,5.73636
11,28,4.352,4.77122
11,29,4.84583,4.73768
11,30,3.13056,2.37046
11,31,5.22123,5.4266
11,32,5.30101,4.30284
11,33,4.55219,5.77989
11,34,3.2141,7.61119
11,35,4.986,4.80664
11,36,7.57856,3.51049
11,37,4.72111,5.05719
11,38,6.12623,2.33518
11,39,4.69923,4.89146
11,40,4.63295,5.07254
11,41,2.40316,5.9719
11,42,4.82938,5.36243
11,43,4.88184,5.12892
11,44,4.92061,3.22603
11,45,4.76352,4.81235
11,46,5.23822,5.20346
11,47,5.11299,5.36196
11,48,4.66212,4.70839
11,49,5.06525,5.1757
12,0,3.73006,4.96264
12,1,4.88435,5.26465
12,2,5.09914,5.00047
12,3,7.5178,6.94017
12,4,4.97092,4.58975
12,5,5.55464,7.626
12,6,5.16631,4.64094
12,7,4.95665,5.43024
12,8,4.98231,5.28362
12,9,4.58741,4.96497
12,10,5.03971,5.83429
12,11,4.37403,5.02869
12,12,5.62645,4.51762
12,13,4.65581,5.22057
12,14,4.37088,5.29568
12,15,5.40599,5.16861
12,16,4.98804,5.10326
12,17,5.52811,4.87676
12,18,4.46812,4.24753
12,19,5.15333,4.81091
12,20,5.27196,4.90429
12,21,4.83776,4.96936
12,22,2.36209,3.96097
12,23,4.90619,4.88391
12,24,5.03268,5.01925
12,25,6.00774,5.15384
12,26,5.18521,5.0236
12,27,5.60789,5.77199
12,28,4.33861,4.76121
12,29,4.84536,4.73385
12,30,3.0585,2.27385
12,31,5.22779,5.43311
12,32,5.31749,4.26798
12,33,4.52007,5.82545
12,34,3.13443,7.70596
12,35,4.98755,4.80568
12,36,7.63559,3.46654
12,37,4.72258,5.05783
12,38,6.16229,2.23122
12,39,4.6977,4.89109
12,40,4.62892,5.07458
12,41,2.34214,6.00555
12,42,4.82184,5.37037
12,43,4.88002,5.12901
12,44,4.90995,3.1967
12,45,4.76364,4.81228
12,46,5.23889,5.20465
12,47,5.1128,5.36248
12,48,4.65891,4.70058
12,49,5.067,5.17621
13,0,3.7002,4.96384
13,1,4.8823,5.26388
13,2,5.09943,4.99814
13,3,7.54976,6.98811
13,4,4.96696,4.57571
13,5,5.56752,7.71375
13,6,5.17245,4.63646
13,7,4.95566,5.43961
13,8,4.98314,5.28377
13,9,4.58366,4.96188
13,10,5.04187,5.87535
13,11,4.36385,5.02953
13,12,5.67328,4.48549
13,13,4.65317,5.22557
13,14,4.35182,5.30894
13,15,5.41702,5.17437
13,16,4.98725,5.10341
13,17,5.53613,4.8766
13,18,4.437,4.21687
13,19,5.15403,4.81032
13,20,5.27607,4.90245
13,21,4.8379,4.97015
13,22,2.34184,3.93409
13,23,4.90673,4.88426
13,24,5.03072,5.01752
13,25,6.07338,5.15536
13,26,5.18795,5.0251
13,27,5.63959,5.80808
13,28,4.32516,4.75164
13,29,4.84502,4.73028
13,30,2.99041,2.18509
13,31,5.23466,5.44042
13,32,5.33253,4.23329
13,33,4.4877,5.87169
13,34,3.059,7.79306
13,35,4.98902,4.80442
13,36,7.66476,3.42934
13,37,4.72383,5.05851
13,38,6.19845,2.13933
13,39,4.69618,4.89066
13,40,4.62478,5.07665
13,41,2.31001,6.04003
13,42,4.81389,5.37932
13,43,4.87827,5.12912
13,44,4.89925,3.16552
13,45,4.76368,4.81211
13,46,5.23972,5.20577
13,47,5.1128,5.36309
13,48,4.65552,4.69223
13,49,5.06871,5.17665
14,0,3.66998,4.96538
14,1,4.88021,5.26341
14,2,5.09979,4.99588
14,3,7.56072,7.01814
14,4,4.96301,4.5609
14,5,5.57908,7.79607
14,6,5.17921,4.6314
14,7,4.95475,5.44967
14,8,4.98384,5.28409
14,9,4.57971,4.95867
14,10,5.04418,5.91666
14,11,4.3536,5.0303
14,12,5.71876,4.45305
14,13,4.65011,5.23042
14,14,4.33312,5.32183
14,15,5.42917,5.1806
14,16,4.98653,5.10362
14,17,5.5449,4.87612
14,18,4.40578,4.18638
14,19,5.15467,4.80967
14,20,5.28025,4.90064
14,21,4.83799,4.97086
14,22,2.33842,3.90884
14,23,4.90721,4.88449
14,24,5.02885,5.01589
14,25,6.13905,5.15749
14,26,5.19079,5.02656
14,27,5.67083,5.84422
14,28,4.31166,4.74242
14,29,4.84482,4.7269
14,30,2.92569,2.10352
14,31,5.24183,5.44851
14,32,5.34614,4.1989
14,33,4.45556,5.91841
14,34,2.98717,7.87318
14,35,4.99044,4.80287
14,36,7.67826,3.39778
14,37,4.72486,5.05921
14,38,6.2372,2.06465
14,39,4.69466,4.89014
14,40,4.62054,5.07871
14,41,2.2976,6.07363
14,42,4.80559,5.38928
14,43,4.87658,5.12923
14,44,4.88845,3.13231
14,45,4.76362,4.81183
14,46,5.24075,5.20684
14,47,5.11296,5.36378
14,48,4.65192,4.68337
14,49,5.07037,5.17704
15,0,3.63977,4.9672
15,1,4.87807,5.26326
15,2,5.10021,4.9937
15,3,7.56272,7.03377
15,4,4.95906,4.54537
15,5,5.59007,7.8729
15,6,5.18649,4.62579
15,7,4.95398,5.46038
15,8,4.9844,5.28458
15,9,4.57558,4.95536
15,10,5.04661,5.95811
15,11,4.34326,5.03103
15,12,5.76254,4.42073
15,13,4.64664,5.23511
15,14,4.31469,5.33451
15,15,5.4424,5.18728
15,16,4.98586,5.10391
15,17,5.5546,4.87525
15,18,4.37491,4.15622
15,19,5.15527,4.80895
15,20,5.2845,4.89888
15,21,4.83805,4.9715
15,22,2.34183,3.88603
15,23,4.90765,4.88463
15,24,5.02707,5.01435
15,25,6.20431,5.15992
15,26,5.19372,5.02798
15,27,5.70114,5.88007
15,28,4.29806,4.73349
15,29,4.84475,4.72363
15,30,2.86407,2.02854
15,31,5.24927,5.45736
15,32,5.35843,4.16489
15,33,4.42405,5.96546
15,34,2.91853,7.94688
15,35,4.9918,4.80103
15,36,7.68577,3.37141
15,37,4.7257,5.05996
15,38,6.2786,2.00541
15,39,4.69313,4.88955
15,40,4.61622,5.08076
15,41,2.29361,6.10445
15,42,4.79697,5.4002
15,43,4.87495,5.12937
15,44,4.87738,3.09688
15,45,4.76345,4.81142
15,46,5.24203,5.20789
15,47,5.11329,5.3646
15,48,4.64807,4.67403
15,49,5.07199,5.17737
16,0,3.60974,4.96926
16,1,4.87588,5.26344
16,2,5.10069,4.99159
16,3,7.56261,7.03889
16,4,4.95511,4.52918
16,5,5.60322,7.93984
16,6,5.19421,4.61964
16,7,4.95335,5.47167
16,8,4.98483,5.28526
16,9,4.57129,4.95195
16,10,5.04914,5.99959
16,11,4.33281,5.03174
16,12,5.80453,4.38883
16,13,4.6428,5.23966
16,14,4.29645,5.34712
16,15,5.45667,5.19436
16,16,4.98525,5.10425
16,17,5.56531,4.874
16,18,4.34469,4.12649
16,19,5.15585,4.80812
16,20,5.28885,4.89718
16,21,4.83807,4.97208
16,22,2.34744,3.86571
16,23,4.90806,4.88466
16,24,5.02538,5.01289
16,25,6.26889,5.16242
16,26,5.19676,5.02934
16,27,5.73032,5.91538
16,28,4.28435,4.72475
16,29,4.84481,4.72041
16,30,2.80545,1.95959
16,31,5.25695,5.46694
16,32,5.36957,4.13126
16,33,4.39336,6.01274
16,34,2.85289,8.01468
16,35,4.99313,4.79889
16,36,7.68948,3.35436
16,37,4.72634,5.06074
16,38,6.32225,1.95866
16,39,4.69159,4.8889
16,40,4.61184,5.08277
16,41,2.292,6.13178
16,42,4.78809,5.41204
16,43,4.87339,5.12952
16,44,4.86597,3.05909
16,45,4.76317,4.81088
16,46,5.24358,5.20894
16,47,5.11377,5.36554
16,48,4.64395,4.66427
16,49,5.07357,5.17766
17,0,3.57995,4.97154
17,1,4.87361,5.26394
17,2,5.10121,4.98956
17,3,7.56298,7.03706
17,4,4.95116,4.5124
17,5,5.61863,7.99767
17,6,5.20232,4.613
17,7,4.95289,5.48351
17,8,4.98513,5.28612
17,9,4.56683,4.94844
17,10,5.05173,6.04092
17,11,4.32224,5.03246
17,12,5.84467,4.35757
17,13,4.63863,5.24407
17,14,4.27832,5.35978
17,15,5.47194,5.20179
17,16,4.98469,5.10465
17,17,5.57704,4.87235
17,18,4.31529,4.09723
17,19,5.15644,4.80717
17,20,5.29333,4.89557
17,21,4.83804,4.9726
17,22,2.35281,3.84773
17,23,4.90845,4.8846
17,24,5.02377,5.01151
17,25,6.33251,5.16489
17,26,5.19991,5.03065
17,27,5.75835,5.9499
17,28,4.2705,4.71613
17,29,4.84498,4.71717
17,30,2.74972,1.89615
17,31,5.26484,5.47721
17,32,5.37975,4.09796
17,33,4.36359,6.06018
17,34,2.79028,8.07706
17,35,4.99443,4.79647
17,36,7.69191,3.34595
17,37,4.7268,5.06156
17,38,6.36811,1.92109
17,39,4.69003,4.88818
17,40,4.6074,5.08471
17,41,2.29083,6.15573
17,42,4.77898,5.42473
17,43,4.87188,5.12969
17,44,4.85421,3.01886
17,45,4.76276,4.81019
17,46,5.24545,5.21001
17,47,5.11441,5.36663
17,48,4.63954,4.65414
17,49,5.07513,5.17792
18,0,3.55041,4.97398
18,1,4.87127,5.26477
18,2,5.10179,4.98761
18,3,7.56226,7.03164
18,4,4.94721,4.49509
18,5,5.63609,8.0476
18,6,5.21076,4.60589
18,7,4.9526,5.49585
18,8,4.98532,5.28717
18,9,4.56222,4.94483
18,10,5.05437,6.08195
18,11,4.31154,5.0332
18,12,5.88297,4.32712
18,13,4.63415,5.24838
18,14,4.2602,5.3726
18,15,5.48814,5.20955
18,16,4.98418,5.10509
18,17,5.58979,4.87034
18,18,4.28678,4.06846
18,19,5.15705,4.80607
18,20,5.29794,4.89403
18,21,4.83797,4.97307
18,22,2.35728,3.83181
18,23,4.90881,4.88445
18,24,5.02224,5.0102
18,25,6.39499,5.16729
18,26,5.20317,5.03191
18,27,5.78526,5.98345
18,28,4.25648,4.70758
18,29,4.84525,4.71384
18,30,2.69673,1.83775
18,31,5.27289,5.48812
18,32,5.38916,4.06489
18,33,4.33478,6.10773
18,34,2.733,8.134
18,35,4.99572,4.79375
18,36,7.69389,3.34539
18,37,4.72708,5.06242
18,38,6.41637,1.8898
18,39,4.68846,4.88741
18,40,4.60291,5.08659
18,41,2.28984,6.17671
18,42,4.76968,5.43823
18,43,4.87044,5.12988
18,44,4.84215,2.9761
18,45,4.76224,4.80935
18,46,5.24765,5.2111
18,47,5.1152,5.3679
18,48,4.63485,4.64369
18,49,5.07665,5.17816
19,0,3.52113,4.97653
19,1,4.86883,5.26593
19,2,5.10242,4.98573
19,3,7.55866,7.02538
19,4,4.94324,4.47729
19,5,5.65518,8.09118
19,6,5.21949,4.59833
19,7,4.95249,5.50865
19,8,4.9854,5.28841
19,9,4.55745,4.94113
19,10,5.05703,6.12256
19,11,4.30071,5.03397
19,12,5.91945,4.29757
19,13,4.62939,5.25259
19,14,4.24201,5.38564
19,15,5.50522,5.21758
19,16,4.98372,5.10557
19,17,5.6035,4.86799
19,18,4.25923,4.04013
19,19,5.15772,4.80481
19,20,5.30273,4.89258
19,21,4.83786,4.97348
19,22,2.36067,3.8177
19,23,4.90916,4.88421
19,24,5.02079,5.00895
19,25,6.45097,5.16498
19,26,5.20653,5.03312
19,27,5.81111,6.01588
19,28,4.24227,4.69905
19,29,4.8456,4.71038
19,30,2.65156,1.78866
19,31,5.28107,5.49963
19,32,5.39797,4.03195
19,33,4.30698,6.15532
19,34,2.6836,8.18536
19,35,4.99701,4.79076
19,36,7.69579,3.35186
19,37,4.72719,5.06332
19,38,6.4675,1.86266
19,39,4.68688,4.88659
19,40,4.59837,5.08839
19,41,2.2885,6.19518
19,42,4.76023,5.45246
19,43,4.86907,5.1301
19,44,4.82992,2.9307
19,45,4.76158,4.80835
19,46,5.25022,5.21225
19,47,5.11614,5.36935
19,48,4.62987,4.63296
19,49,5.07816,5.17838
